,county,state,hazard score,wildfire,tornado,landslide,hurricane,earthquake,drought,heatwave,avalanche,flood
0,Ziebach County,SD,7,1,1,2,0,1,0,1,0,1
1,Zavala County,TX,8,1,1,1,1,1,0,2,0,1
2,Zapata County,TX,10,1,1,1,2,1,0,3,0,1
3,Yuma County,CO,7,1,2,1,0,1,0,1,0,1
4,Yuma County,AZ,11,1,1,1,1,2,1,1,0,3
5,Yuba County,CA,14,3,1,1,0,2,1,3,0,3
6,Young County,TX,11,2,3,1,0,1,0,2,0,2
7,York County,ME,10,1,1,2,2,2,0,1,0,1
8,York County,NE,8,1,3,1,0,1,0,1,0,1
9,York County,PA,11,1,2,2,2,1,0,1,0,2
10,York County,VA,13,1,3,1,3,1,0,1,0,3
11,York County,SC,12,1,2,3,2,1,0,1,0,2
12,Yolo County,CA,13,1,1,2,0,2,1,3,0,3
13,Yoakum County,TX,9,1,2,1,0,1,0,3,0,1
14,Yellowstone County,MT,9,2,1,2,0,1,0,1,0,2
15,Yellow Medicine County,MN,8,1,2,1,0,1,0,2,0,1
16,Yell County,AR,11,1,2,2,1,1,0,3,0,1
17,Yazoo County,MS,12,1,2,2,2,1,0,3,0,1
18,Yavapai County,AZ,12,3,1,1,0,1,1,3,0,2
19,Yates County,NY,7,1,1,1,1,1,0,1,0,1
20,Yankton County,SD,12,1,3,2,0,1,0,2,0,3
21,Yancey County,NC,12,1,1,3,0,2,0,3,0,2
22,Yamhill County,OR,10,1,1,2,0,2,0,1,0,3
23,Yalobusha County,MS,13,2,1,2,2,2,0,3,0,1
24,Yakima County,WA,14,3,1,2,0,2,0,2,2,2
25,Yadkin County,NC,11,1,2,3,0,1,0,3,0,1
26,Wythe County,VA,10,1,0,3,0,1,0,3,0,2
27,Wyoming County,PA,10,1,1,2,2,1,0,1,0,2
28,Wyoming County,WV,10,1,1,3,1,1,0,1,0,2
29,Wyoming County,NY,6,1,1,1,0,1,0,1,0,1
30,Wyandotte County,KS,14,1,3,3,0,1,0,3,0,3
31,Wyandot County,OH,7,1,2,1,0,1,0,1,0,1
32,Wright County,IA,7,1,2,1,0,1,0,1,0,1
33,Wright County,MN,7,1,2,1,0,1,0,1,0,1
34,Wright County,MO,6,1,1,1,0,1,0,1,0,1
35,Worth County,MO,8,1,2,1,0,1,0,2,0,1
36,Worth County,IA,9,1,3,1,0,1,0,2,0,1
37,Worth County,GA,13,2,3,1,3,1,0,2,0,1
38,Worcester County,MA,11,1,2,1,2,1,0,1,0,3
39,Worcester County,MD,11,1,1,1,3,1,0,1,0,3
40,Woodward County,OK,8,1,2,1,0,1,0,2,0,1
41,Woodson County,KS,8,1,1,1,0,1,0,3,0,1
42,Woods County,OK,9,2,2,1,0,1,0,2,0,1
43,Woodruff County,AR,13,1,3,1,2,2,0,3,0,1
44,Woodford County,IL,10,1,3,2,0,1,0,2,0,1
45,Woodford County,KY,11,1,2,1,2,1,0,2,0,2
46,Woodbury County,IA,12,1,3,2,0,1,0,2,0,3
47,Wood County,OH,10,1,2,1,0,1,0,2,0,3
48,Wood County,WI,7,1,1,1,0,1,0,2,0,1
49,Wood County,WV,13,1,1,3,2,1,0,2,0,3
50,Wood County,TX,12,3,3,1,1,1,0,2,0,1
51,Wolfe County,KY,12,2,1,3,1,1,0,3,0,1
52,Wise County,VA,11,1,1,3,0,1,0,3,0,2
53,Wise County,TX,12,2,3,1,1,1,0,3,0,1
54,Wirt County,WV,9,1,0,3,1,1,0,2,0,1
55,Winston County,MS,12,2,2,1,2,1,0,3,0,1
56,Winston County,AL,11,1,2,2,1,1,0,3,0,1
57,Winona County,MN,8,1,1,2,0,1,0,2,0,1
58,Winneshiek County,IA,9,1,2,2,0,1,0,2,0,1
59,Winnebago County,IA,7,1,2,1,0,1,0,1,0,1
60,Winnebago County,WI,10,1,2,2,0,1,0,1,0,3
61,Winnebago County,IL,8,1,1,1,0,1,0,1,0,3
62,Winn Parish,LA,11,3,1,1,1,1,0,3,0,1
63,Winkler County,TX,7,1,1,1,0,1,0,2,0,1
64,Windsor County,VT,10,1,1,2,1,1,0,1,0,3
65,Windham County,CT,9,1,1,1,3,1,0,1,0,1
66,Windham County,VT,11,1,1,2,2,1,0,1,0,3
67,Winchester County,VA,12,1,3,2,0,1,0,2,0,3
68,Wilson County,NC,14,1,2,1,3,1,0,3,0,3
69,Wilson County,KS,9,1,2,1,0,1,0,3,0,1
70,Wilson County,TN,13,1,2,2,1,1,0,3,0,3
71,Wilson County,TX,11,1,1,1,1,1,0,3,0,3
72,Williamson County,TN,11,1,2,1,1,1,0,2,0,3
73,Williamson County,IL,10,1,2,2,0,2,0,2,0,1
74,Williamson County,TX,13,1,3,2,1,1,0,2,0,3
75,Williamsburg County,VA,8,1,0,1,3,1,0,1,0,1
76,Williamsburg County,SC,12,3,1,1,3,2,0,1,0,1
77,Williams County,ND,7,1,1,2,0,1,0,1,0,1
78,Williams County,OH,8,1,2,2,0,1,0,1,0,1
79,Willacy County,TX,10,1,1,1,3,1,0,2,0,1
80,Will County,IL,10,1,3,2,0,1,0,2,0,1
81,Wilkinson County,GA,12,3,1,1,2,1,0,3,0,1
82,Wilkinson County,MS,13,2,1,3,2,1,0,3,0,1
83,Wilkin County,MN,8,1,1,1,0,1,0,1,0,3
84,Wilkes County,NC,12,1,1,3,1,1,0,3,0,2
85,Wilkes County,GA,12,2,1,2,1,2,0,3,0,1
86,Wilcox County,AL,11,2,1,1,2,1,0,3,0,1
87,Wilcox County,GA,13,3,1,1,3,1,0,3,0,1
88,Wilbarger County,TX,9,1,3,1,0,1,0,2,0,1
89,Wicomico County,MD,12,1,1,1,3,1,0,2,0,3
90,Wichita County,KS,7,1,2,1,0,1,0,1,0,1
91,Wichita County,TX,10,1,3,1,0,1,0,1,0,3
92,Wibaux County,MT,7,1,1,2,0,1,0,1,0,1
93,Whitman County,WA,7,1,1,1,0,1,0,2,0,1
94,Whitley County,IN,9,1,2,1,0,1,0,3,0,1
95,Whitley County,KY,13,2,1,3,0,2,0,3,0,2
96,Whitfield County,GA,14,2,1,3,1,2,0,3,0,2
97,Whiteside County,IL,12,1,2,2,0,1,0,3,0,3
98,White Pine County,NV,12,3,1,1,0,2,0,3,0,2
99,White County,IN,8,1,2,1,0,1,0,2,0,1
100,White County,TN,9,1,2,2,0,1,0,2,0,1
101,White County,IL,10,1,2,2,0,2,0,2,0,1
102,White County,AR,12,1,3,2,1,2,0,2,0,1
103,White County,GA,11,2,1,3,0,1,0,2,0,2
104,Wheeler County,NE,7,1,1,1,0,1,0,2,0,1
105,Wheeler County,OR,10,3,0,2,0,1,1,2,0,1
106,Wheeler County,TX,11,3,3,1,0,1,0,2,0,1
107,Wheeler County,GA,12,3,1,1,3,1,0,2,0,1
108,Wheatland County,MT,8,1,1,3,0,1,0,1,0,1
109,Whatcom County,WA,10,1,0,1,0,2,0,2,2,2
110,Wharton County,TX,12,1,3,1,2,1,0,3,0,1
111,Wexford County,MI,7,1,1,1,0,1,0,2,0,1
112,Wetzel County,WV,10,1,1,3,2,1,0,1,0,1
113,Weston County,WY,7,1,1,2,0,1,0,1,0,1
114,Westmoreland County,PA,12,1,2,3,1,1,0,2,0,2
115,Westmoreland County,VA,10,1,1,1,2,1,0,2,0,2
116,Westchester County,NY,11,1,1,1,2,2,0,1,0,3
117,West Feliciana Parish,LA,13,1,1,3,3,1,0,3,0,1
118,West Carroll Parish,LA,12,1,3,1,2,1,0,3,0,1
119,West Baton Rouge Parish,LA,14,1,2,3,3,1,0,3,0,1
120,Wells County,ND,6,1,1,1,0,1,0,1,0,1
121,Wells County,IN,8,1,2,1,0,1,0,1,0,2
122,Weld County,CO,10,1,3,2,0,1,0,1,0,2
123,Webster County,IA,9,1,3,2,0,1,0,1,0,1
124,Webster County,NE,8,1,3,1,0,1,0,1,0,1
125,Webster County,WV,8,1,0,3,0,1,0,1,0,2
126,Webster County,MO,7,1,2,1,0,1,0,1,0,1
127,Webster County,KY,12,1,3,2,0,2,0,1,0,3
128,Webster Parish,LA,11,2,3,1,2,1,0,1,0,1
129,Webster County,MS,10,2,2,1,2,1,0,1,0,1
130,Webster County,GA,11,3,1,1,3,1,0,1,0,1
131,Weber County,UT,12,2,1,1,0,2,0,2,2,2
132,Webb County,TX,9,1,1,1,2,1,0,2,0,1
133,Weakley County,TN,11,1,2,1,0,3,0,3,0,1
134,Waynesboro County,VA,13,1,3,3,0,1,0,2,0,3
135,Wayne County,PA,11,1,1,2,2,1,0,2,0,2
136,Wayne County,NE,9,1,2,1,0,1,0,2,0,2
137,Wayne County,OH,9,1,2,1,0,1,0,2,0,2
138,Wayne County,IA,11,1,3,3,0,1,0,2,0,1
139,Wayne County,IN,9,1,2,1,0,1,0,2,0,2
140,Wayne County,WV,13,2,1,3,1,1,0,2,0,3
141,Wayne County,IL,10,1,2,2,0,2,0,2,0,1
142,Wayne County,KY,11,1,1,3,2,1,0,2,0,1
143,Wayne County,MO,9,1,1,1,1,2,0,2,0,1
144,Wayne County,UT,10,1,1,2,0,2,0,2,1,1
145,Wayne County,NC,13,1,2,1,3,1,0,2,0,3
146,Wayne County,TN,10,1,2,1,1,2,0,2,0,1
147,Wayne County,MS,12,3,1,2,2,1,0,2,0,1
148,Wayne County,GA,13,3,1,1,3,1,0,2,0,2
149,Wayne County,NY,8,1,1,1,1,1,0,2,0,1
150,Wayne County,MI,11,1,3,1,0,1,0,2,0,3
151,Waushara County,WI,7,1,1,1,0,1,0,2,0,1
152,Waupaca County,WI,9,1,1,1,0,1,0,2,0,3
153,Waukesha County,WI,9,1,2,1,0,1,0,1,0,3
154,Watonwan County,MN,7,1,2,1,0,1,0,1,0,1
155,Watauga County,NC,13,1,1,3,2,1,0,3,0,2
156,Washtenaw County,MI,10,1,3,2,0,1,0,1,0,2
157,Washoe County,NV,15,3,1,1,0,2,1,3,2,2
158,Washita County,OK,10,1,3,1,0,1,0,3,0,1
159,Washington County,OR,9,1,1,2,0,2,0,1,0,2
160,Washington County,NE,9,1,2,1,0,1,0,1,0,3
161,Washington County,RI,9,1,0,1,2,1,0,1,0,3
162,Washington County,ME,7,1,1,1,1,1,0,1,0,1
163,Washington County,ID,11,3,1,1,0,2,1,1,1,1
164,Washington County,MN,8,1,2,1,0,1,0,1,0,2
165,Washington County,VT,7,1,0,2,0,1,0,1,0,2
166,Washington County,PA,10,1,1,3,1,1,0,1,0,2
167,Washington County,NY,8,1,1,2,1,1,0,1,0,1
168,Washington County,CO,8,1,2,2,0,1,0,1,0,1
169,Washington County,IA,7,1,2,1,0,1,0,1,0,1
170,Washington County,AR,9,2,2,2,0,1,0,1,0,1
171,Washington County,NC,10,1,1,1,2,1,0,1,0,3
172,Washington County,IN,9,1,3,2,0,1,0,1,0,1
173,Washington County,KY,8,1,2,1,1,1,0,1,0,1
174,Washington County,KS,8,1,2,2,0,1,0,1,0,1
175,Washington County,OK,11,2,3,1,0,1,0,1,0,3
176,Washington County,MO,8,1,2,1,0,2,0,1,0,1
177,Washington County,TN,10,1,1,3,0,2,0,1,0,2
178,Washington County,VA,10,1,1,3,1,2,0,1,0,1
179,Washington County,MD,11,1,2,3,2,1,0,1,0,1
180,Washington County,OH,10,1,1,3,1,1,0,1,0,2
181,Washington County,UT,11,3,1,1,0,2,0,1,1,2
182,Washington County,IL,8,1,2,1,0,2,0,1,0,1
183,Washington County,GA,10,3,1,1,2,1,0,1,0,1
184,Washington Parish,LA,16,3,3,2,3,1,0,1,0,3
185,Washington County,FL,13,3,2,1,3,1,0,1,0,2
186,Washington County,AL,12,3,2,2,2,1,0,1,0,1
187,Washington County,MS,11,1,3,2,2,1,0,1,0,1
188,Washington County,TX,9,1,2,1,2,1,0,1,0,1
189,Washington County,WI,9,1,2,1,0,1,0,1,0,3
190,Washburn County,WI,6,1,1,1,0,1,0,1,0,1
191,Washakie County,WY,9,2,1,1,0,2,0,1,1,1
192,Waseca County,MN,8,1,2,1,0,1,0,2,0,1
193,Wasco County,OR,11,3,1,2,0,2,0,2,0,1
194,Wasatch County,UT,14,2,0,1,0,2,0,3,3,3
195,Warrick County,IN,11,1,2,1,0,2,0,2,0,3
196,Warren County,NJ,10,1,1,1,2,1,0,1,0,3
197,Warren County,IN,7,1,2,1,0,1,0,1,0,1
198,Warren County,NY,9,2,1,1,1,2,0,1,0,1
199,Warren County,IA,10,1,3,2,0,1,0,1,0,2
200,Warren County,IL,7,1,2,1,0,1,0,1,0,1
201,Warren County,TN,10,2,2,2,1,1,0,1,0,1
202,Warren County,OH,10,1,2,2,0,1,0,1,0,3
203,Warren County,NC,9,2,1,1,2,1,0,1,0,1
204,Warren County,VA,12,1,1,3,2,1,0,1,0,3
205,Warren County,MO,9,1,2,2,0,1,0,1,0,2
206,Warren County,KY,10,1,2,1,1,1,0,1,0,3
207,Warren County,MS,14,1,3,3,2,1,0,1,0,3
208,Warren County,GA,10,3,1,1,2,1,0,1,0,1
209,Warren County,PA,7,1,1,2,0,1,0,1,0,1
210,Ware County,GA,13,3,1,1,3,1,0,3,0,1
211,Ward County,ND,7,1,1,2,0,1,0,1,0,1
212,Ward County,TX,6,1,1,1,0,1,0,1,0,1
213,Wapello County,IA,11,1,3,2,0,1,0,3,0,1
214,Walworth County,SD,8,1,2,2,0,1,0,1,0,1
215,Walworth County,WI,9,1,3,1,0,1,0,1,0,2
216,Walton County,GA,11,1,2,2,1,1,0,3,0,1
217,Walton County,FL,14,3,2,1,3,1,0,3,0,1
218,Walthall County,MS,15,3,3,2,2,1,0,3,0,1
219,Walsh County,ND,7,1,1,1,0,1,0,1,0,2
220,Wallowa County,OR,11,3,1,1,0,2,1,2,0,1
221,Waller County,TX,14,1,2,1,3,1,0,3,0,3
222,Wallace County,KS,7,1,2,1,0,1,0,1,0,1
223,Walla Walla County,WA,9,1,1,1,0,2,1,2,0,1
224,Walker County,TX,11,2,1,1,1,1,0,3,0,2
225,Walker County,GA,15,3,2,3,0,2,0,3,0,2
226,Walker County,AL,16,2,3,3,2,2,0,3,0,1
227,Waldo County,ME,8,1,0,1,2,2,0,1,0,1
228,Wakulla County,FL,15,3,1,1,3,1,0,3,0,3
229,Wake County,NC,14,1,2,2,2,1,0,3,0,3
230,Wahkiakum County,WA,7,1,0,1,0,3,0,1,0,1
231,Wagoner County,OK,13,1,3,2,0,1,0,3,0,3
232,Wadena County,MN,8,3,1,1,0,1,0,1,0,1
233,Wabaunsee County,KS,10,2,2,1,0,1,0,3,0,1
234,Wabasha County,MN,8,1,1,2,0,1,0,2,0,1
235,Wabash County,IN,10,1,2,1,0,1,0,3,0,2
236,Wabash County,IL,12,1,3,2,0,2,0,3,0,1
237,Volusia County,FL,17,3,3,1,3,1,0,3,0,3
238,Virginia Beach County,VA,12,1,2,1,3,1,0,1,0,3
239,Vinton County,OH,9,1,1,3,0,1,0,2,0,1
240,Vilas County,WI,6,1,1,1,0,1,0,1,0,1
241,Vigo County,IN,9,1,2,1,0,1,0,2,0,2
242,Victoria County,TX,10,1,2,1,2,1,0,2,0,1
243,Vernon County,WI,10,1,2,2,0,1,0,2,0,2
244,Vernon County,MO,8,1,2,1,0,1,0,2,0,1
245,Vernon Parish,LA,13,3,2,1,2,1,0,2,0,2
246,Vermillion County,IN,7,1,1,1,0,1,0,2,0,1
247,Vermilion County,IL,9,1,2,2,0,1,0,2,0,1
248,Vermilion Parish,LA,13,2,2,1,2,1,0,2,0,3
249,Ventura County,CA,17,3,1,2,0,3,3,2,0,3
250,Venango County,PA,7,1,1,2,0,1,0,1,0,1
251,Vanderburgh County,IN,13,1,3,2,0,2,0,2,0,3
252,Vance County,NC,11,1,1,2,2,1,0,3,0,1
253,Van Zandt County,TX,10,1,2,1,1,1,0,3,0,1
254,Van Wert County,OH,9,1,3,1,0,1,0,2,0,1
255,Van Buren County,IA,11,1,3,2,0,1,0,3,0,1
256,Van Buren County,TN,12,2,1,3,0,2,0,3,0,1
257,Van Buren County,AR,12,1,2,3,0,2,0,3,0,1
258,Van Buren County,MI,9,1,2,1,0,1,0,3,0,1
259,Valley County,MT,7,1,1,2,0,1,0,1,0,1
260,Valley County,NE,7,1,2,1,0,1,0,1,0,1
261,Valley County,ID,9,3,0,1,0,2,0,1,1,1
262,Valencia County,NM,10,1,1,1,0,2,0,3,0,2
263,Val Verde County,TX,8,1,1,1,1,1,0,2,0,1
264,Uvalde County,TX,8,1,1,1,1,1,0,2,0,1
265,Utah County,UT,13,3,1,1,0,2,0,3,2,1
266,Upton County,TX,8,1,1,1,0,1,0,3,0,1
267,Upson County,GA,13,3,2,1,2,1,0,3,0,1
268,Upshur County,WV,8,1,0,3,0,1,0,1,0,2
269,Upshur County,TX,11,3,2,1,2,1,0,1,0,1
270,Union County,OR,10,3,1,1,0,2,1,1,0,1
271,Union County,IA,8,1,3,1,0,1,0,1,0,1
272,Union County,PA,12,1,1,3,2,1,0,1,0,3
273,Union County,OH,8,1,2,1,0,1,0,1,0,2
274,Union County,NJ,13,1,3,1,2,2,0,1,0,3
275,Union County,SD,7,1,2,1,0,1,0,1,0,1
276,Union County,KY,11,1,2,2,0,2,0,1,0,3
277,Union County,NM,8,2,1,2,0,1,0,1,0,1
278,Union County,IN,7,1,2,1,0,1,0,1,0,1
279,Union County,TN,9,1,1,3,0,2,0,1,0,1
280,Union County,IL,10,1,2,2,0,3,0,1,0,1
281,Union County,AR,9,2,2,1,1,1,0,1,0,1
282,Union County,FL,12,3,2,1,3,1,0,1,0,1
283,Union Parish,LA,9,1,2,1,1,1,0,1,0,2
284,Union County,GA,10,1,1,3,0,2,0,1,0,2
285,Union County,SC,13,2,2,3,2,2,0,1,0,1
286,Union County,NC,11,1,2,2,2,1,0,1,0,2
287,Union County,MS,10,1,2,1,2,2,0,1,0,1
288,Unicoi County,TN,12,1,1,3,0,2,0,3,0,2
289,Umatilla County,OR,12,3,1,1,0,2,1,2,0,2
290,Ulster County,NY,10,1,1,2,1,1,0,2,0,2
291,Uintah County,UT,10,2,1,1,0,2,0,3,0,1
292,Uinta County,WY,11,2,1,2,0,2,0,3,0,1
293,Tyrrell County,NC,12,2,1,1,3,1,0,1,0,3
294,Tyler County,WV,12,1,1,3,2,1,0,2,0,2
295,Tyler County,TX,11,3,1,1,2,1,0,2,0,1
296,Twin Falls County,ID,8,3,1,1,0,1,0,1,0,1
297,Twiggs County,GA,13,3,2,1,2,1,0,3,0,1
298,Tuscola County,MI,7,1,1,1,0,1,0,1,0,2
299,Tuscarawas County,OH,9,1,1,2,0,1,0,1,0,3
300,Tuscaloosa County,AL,15,1,3,2,2,2,0,3,0,2
301,Turner County,SD,9,1,3,1,0,1,0,2,0,1
302,Turner County,GA,12,2,2,1,3,1,0,2,0,1
303,Tuolumne County,CA,13,3,1,1,0,2,2,3,0,1
304,Tunica County,MS,15,1,2,3,1,2,0,3,0,3
305,Tulsa County,OK,13,1,3,2,0,1,0,3,0,3
306,Tulare County,CA,16,3,1,1,0,2,3,3,0,3
307,Tucker County,WV,11,1,1,3,1,1,0,2,0,2
308,Trumbull County,OH,11,1,2,2,1,1,0,1,0,3
309,Trousdale County,TN,14,1,3,1,2,1,0,3,0,3
310,Troup County,GA,12,1,2,1,2,1,0,3,0,2
311,Tripp County,SD,7,1,1,2,0,1,0,1,0,1
312,Trinity County,CA,14,3,0,3,0,3,1,3,0,1
313,Trinity County,TX,12,2,2,1,2,1,0,3,0,1
314,Trimble County,KY,10,1,1,1,0,1,0,3,0,3
315,Trigg County,KY,10,1,2,1,0,2,0,3,0,1
316,Treutlen County,GA,13,3,2,1,2,1,0,3,0,1
317,Trempealeau County,WI,8,1,1,2,0,1,0,2,0,1
318,Trego County,KS,8,1,3,1,0,1,0,1,0,1
319,Treasure County,MT,7,1,1,2,0,1,0,1,0,1
320,Travis County,TX,14,1,3,2,1,1,0,3,0,3
321,Traverse County,MN,6,1,1,1,0,1,0,1,0,1
322,Transylvania County,NC,13,1,1,3,1,2,0,3,0,2
323,Traill County,ND,6,1,1,1,0,1,0,1,0,1
324,Towns County,GA,12,1,1,3,0,2,0,3,0,2
325,Towner County,ND,6,1,1,1,0,1,0,1,0,1
326,Torrance County,NM,9,1,1,2,0,1,0,3,0,1
327,Toombs County,GA,15,3,2,1,3,1,0,3,0,2
328,Toole County,MT,8,1,1,2,0,2,0,1,0,1
329,Tooele County,UT,8,1,1,1,0,2,0,2,0,1
330,Tompkins County,NY,8,1,1,1,2,1,0,1,0,1
331,Tom Green County,TX,11,1,2,1,1,1,0,2,0,3
332,Tolland County,CT,10,1,2,1,2,1,0,1,0,2
333,Todd County,MN,6,1,1,1,0,1,0,1,0,1
334,Todd County,SD,9,3,1,2,0,1,0,1,0,1
335,Todd County,KY,8,1,1,1,1,2,0,1,0,1
336,Titus County,TX,14,3,3,1,2,1,0,3,0,1
337,Tishomingo County,MS,14,3,3,1,1,2,0,3,0,1
338,Tipton County,IN,10,1,3,1,0,1,0,2,0,2
339,Tipton County,TN,13,1,3,2,0,3,0,2,0,2
340,Tippecanoe County,IN,10,1,3,1,0,1,0,2,0,2
341,Tippah County,MS,13,2,2,1,2,2,0,3,0,1
342,Tioga County,NY,11,1,1,2,2,1,0,1,0,3
343,Tioga County,PA,9,1,1,2,1,1,0,1,0,2
344,Tillman County,OK,10,1,3,1,0,1,0,3,0,1
345,Tillamook County,OR,10,1,1,3,0,3,0,1,0,1
346,Tift County,GA,14,1,3,1,3,1,0,3,0,2
347,Thurston County,NE,6,1,1,1,0,1,0,1,0,1
348,Thurston County,WA,13,2,1,1,0,3,0,1,2,3
349,Throckmorton County,TX,8,1,2,1,0,1,0,2,0,1
350,Thomas County,NE,6,1,1,1,0,1,0,1,0,1
351,Thomas County,KS,7,1,2,1,0,1,0,1,0,1
352,Thomas County,GA,11,3,1,1,3,1,0,1,0,1
353,Thayer County,NE,10,1,3,2,0,1,0,2,0,1
354,Texas County,OK,9,1,2,1,0,1,0,3,0,1
355,Texas County,MO,11,1,2,1,1,2,0,3,0,1
356,Teton County,MT,7,1,1,2,0,1,0,1,0,1
357,Teton County,WY,13,2,1,2,0,2,0,1,3,2
358,Teton County,ID,9,1,1,2,0,2,0,1,1,1
359,Terry County,TX,9,1,2,1,0,1,0,3,0,1
360,Terrell County,GA,9,1,1,1,2,1,0,2,0,1
361,Terrell County,TX,7,1,1,1,0,1,0,2,0,1
362,Terrebonne Parish,LA,13,1,2,2,3,1,0,3,0,1
363,Tensas Parish,LA,12,1,2,3,1,1,0,3,0,1
364,Teller County,CO,9,3,1,1,0,1,0,2,0,1
365,Telfair County,GA,13,3,1,1,3,1,0,3,0,1
366,Tehama County,CA,14,3,1,2,0,2,1,3,0,2
367,Tazewell County,IL,11,1,3,2,0,1,0,3,0,1
368,Tazewell County,VA,11,1,0,3,1,1,0,3,0,2
369,Taylor County,WI,6,1,1,1,0,1,0,1,0,1
370,Taylor County,IA,8,1,3,1,0,1,0,1,0,1
371,Taylor County,KY,8,1,2,2,0,1,0,1,0,1
372,Taylor County,WV,9,1,2,3,0,1,0,1,0,1
373,Taylor County,GA,12,3,3,1,2,1,0,1,0,1
374,Taylor County,FL,13,3,1,1,3,1,0,1,0,3
375,Taylor County,TX,10,1,3,1,0,1,0,1,0,3
376,Tattnall County,GA,14,3,2,1,3,1,0,3,0,1
377,Tate County,MS,13,1,2,2,2,2,0,3,0,1
378,Tarrant County,TX,14,1,3,2,1,1,0,3,0,3
379,Taos County,NM,9,2,0,1,0,2,0,3,0,1
380,Tangipahoa Parish,LA,18,3,3,2,3,1,0,3,0,3
381,Taney County,MO,9,1,1,1,0,1,0,3,0,2
382,Tama County,IA,9,1,3,1,0,1,0,2,0,1
383,Tallapoosa County,AL,10,1,2,1,2,1,0,2,0,1
384,Tallahatchie County,MS,14,1,2,2,2,2,0,3,0,2
385,Talladega County,AL,14,2,3,2,2,1,0,2,0,2
386,Taliaferro County,GA,11,2,0,2,2,1,0,3,0,1
387,Talbot County,MD,11,1,1,1,2,1,0,2,0,3
388,Talbot County,GA,11,3,1,1,2,1,0,2,0,1
389,Switzerland County,IN,10,1,1,3,0,1,0,2,0,2
390,Swisher County,TX,10,1,3,1,0,1,0,3,0,1
391,Swift County,MN,8,1,2,1,0,1,0,1,0,2
392,Sweetwater County,WY,10,1,1,2,0,2,0,3,0,1
393,Sweet Grass County,MT,7,1,1,2,0,1,0,1,0,1
394,Swain County,NC,12,1,0,3,1,2,0,3,0,2
395,Suwannee County,FL,17,3,3,1,3,1,0,3,0,3
396,Sutton County,TX,8,1,1,1,1,1,0,2,0,1
397,Sutter County,CA,12,1,1,1,0,2,1,3,0,3
398,Sussex County,NJ,9,1,1,2,1,1,0,1,0,2
399,Sussex County,VA,10,1,1,1,2,1,0,1,0,3
400,Sussex County,DE,10,1,1,1,2,1,0,1,0,3
401,Susquehanna County,PA,9,1,1,3,1,1,0,1,0,1
402,Surry County,NC,10,1,1,3,1,1,0,1,0,2
403,Surry County,VA,9,1,1,1,3,1,0,1,0,1
404,Sunflower County,MS,12,1,2,1,1,1,0,3,0,3
405,Sumter County,AL,11,1,1,1,2,1,0,3,0,2
406,Sumter County,FL,14,2,1,1,3,1,0,3,0,3
407,Sumter County,GA,13,2,3,1,2,1,0,3,0,1
408,Sumter County,SC,15,2,2,1,3,2,0,3,0,2
409,Sumner County,TN,10,1,3,1,0,1,0,2,0,2
410,Sumner County,KS,12,1,3,1,1,1,0,2,0,3
411,Summit County,OH,10,1,2,2,0,1,0,1,0,3
412,Summit County,UT,11,2,0,1,0,2,0,1,3,2
413,Summit County,CO,11,1,0,3,0,2,0,1,3,1
414,Summers County,WV,10,1,1,2,0,1,0,3,0,2
415,Sully County,SD,7,1,1,2,0,1,0,1,0,1
416,Sullivan County,PA,12,1,2,3,2,1,0,1,0,2
417,Sullivan County,NY,9,1,1,2,1,1,0,1,0,2
418,Sullivan County,NH,11,1,1,2,2,2,0,1,0,2
419,Sullivan County,MO,7,1,1,2,0,1,0,1,0,1
420,Sullivan County,TN,11,1,1,3,0,2,0,1,0,3
421,Sullivan County,IN,8,1,2,1,0,2,0,1,0,1
422,Suffolk County,MA,10,1,0,1,3,1,0,1,0,3
423,Suffolk County,NY,12,1,1,2,3,1,0,1,0,3
424,Suffolk County,VA,10,1,2,1,2,1,0,1,0,2
425,Sublette County,WY,14,2,1,2,0,2,0,3,3,1
426,Stutsman County,ND,6,1,1,1,0,1,0,1,0,1
427,Strafford County,NH,12,1,1,2,3,2,0,1,0,2
428,Story County,IA,10,1,3,2,0,1,0,1,0,2
429,Storey County,NV,13,3,0,1,0,3,2,3,0,1
430,Stonewall County,TX,8,2,1,1,0,1,0,2,0,1
431,Stone County,AR,11,1,2,2,0,2,0,3,0,1
432,Stone County,MO,9,1,2,1,0,1,0,3,0,1
433,Stone County,MS,15,3,2,2,3,1,0,3,0,1
434,Stokes County,NC,12,1,1,3,2,1,0,3,0,1
435,Stoddard County,MO,11,1,2,1,0,3,0,3,0,1
436,Stillwater County,MT,10,2,1,3,0,1,0,1,0,2
437,Stewart County,TN,11,1,2,1,1,2,0,3,0,1
438,Stewart County,GA,12,3,1,1,2,1,0,3,0,1
439,Stevens County,WA,9,3,1,1,0,1,0,2,0,1
440,Stevens County,MN,7,1,1,1,0,1,0,2,0,1
441,Stevens County,KS,8,1,2,1,0,1,0,2,0,1
442,Steuben County,NY,8,1,1,2,1,1,0,1,0,1
443,Steuben County,IN,7,1,2,1,0,1,0,1,0,1
444,Sterling County,TX,8,2,1,1,0,1,0,2,0,1
445,Stephenson County,IL,9,1,1,1,0,1,0,3,0,2
446,Stephens County,TX,9,2,1,1,0,1,0,3,0,1
447,Stephens County,OK,12,1,3,1,1,2,0,3,0,1
448,Stephens County,GA,13,1,3,3,0,1,0,3,0,2
449,Steele County,ND,7,1,2,1,0,1,0,1,0,1
