County,State,Hazard Score,Wildfire,Volcano,Tornado,Snowfall,Landslide,Hurricane,Earthquake,Drought,Heatwave,Avalanche,Flood
hinds,MS,17,Low,None,High,Low,High,Medium,Low,None,High,None,High
holmes,MS,14,Medium,None,Medium,Low,Medium,Medium,Low,None,Medium,None,Medium
humphreys,MS,13,Low,None,High,Low,Low,Medium,Low,None,High,None,Low
issaquena,MS,13,Low,None,Medium,Low,Medium,Medium,Low,None,High,None,Low
itawamba,MS,12,Medium,None,Low,Low,Low,Medium,Low,None,High,None,Low
jackson,MS,17,High,None,High,Low,Low,High,Low,None,Medium,None,High
jasper,MS,13,Medium,None,Medium,Low,Medium,Medium,Low,None,Medium,None,Low
jefferson,MS,15,Medium,None,High,Low,High,Medium,Low,None,Medium,None,Low
jefferson davis,MS,16,High,None,High,Low,Medium,Medium,Low,None,High,None,Low
jones,MS,15,High,None,High,Low,Medium,Medium,Low,None,Low,None,Medium
kemper,MS,13,Medium,None,Medium,Low,Low,Medium,Low,None,High,None,Low
lafayette,MS,13,Medium,None,Medium,Low,Low,Low,Medium,None,High,None,Low
lamar,MS,18,High,None,High,Low,Medium,High,Low,None,High,None,Medium
lauderdale,MS,14,Medium,None,Medium,Low,Low,Medium,Low,None,High,None,Medium
lawrence,MS,16,High,None,High,Low,Medium,Medium,Low,None,Low,None,High
leake,MS,15,High,None,High,Low,Low,Medium,Low,None,High,None,Low
lee,MS,15,Low,None,High,Low,Low,Medium,Medium,None,High,None,Medium
leflore,MS,15,Low,None,High,Low,Low,Medium,Low,None,High,None,High
lincoln,MS,15,High,None,High,Low,Medium,Medium,Low,None,Medium,None,Low
lowndes,MS,15,Low,None,High,Low,Low,Medium,Low,None,High,None,High
madison,MS,15,Medium,None,High,Low,Medium,Medium,Low,None,Low,None,High
marion,MS,16,High,None,High,Low,Medium,High,Low,None,Low,None,Medium
marshall,MS,11,Medium,None,Medium,Low,Low,Low,Medium,None,Low,None,Low
monroe,MS,11,Low,None,Medium,Low,Low,Medium,Low,None,Medium,None,Low
montgomery,MS,11,Medium,None,Medium,Low,Low,Medium,Low,None,Low,None,Low
neshoba,MS,14,Medium,None,High,Low,Low,Medium,Low,None,High,None,Low
newton,MS,14,Medium,None,High,Low,Medium,Medium,Low,None,Medium,None,Low
noxubee,MS,12,Low,None,Medium,Low,Low,Medium,Low,None,High,None,Low
oktibbeha,MS,12,Low,None,Medium,Low,Low,Medium,Low,None,High,None,Low
panola,MS,13,Low,None,Low,Low,Medium,Medium,Medium,None,High,None,Low
pearl river,MS,18,High,None,High,Low,Medium,High,Low,None,High,None,Medium
perry,MS,16,High,None,Medium,Low,Medium,High,Low,None,Medium,None,Medium
pike,MS,14,High,None,High,Low,Low,High,Low,None,Low,None,Low
pontotoc,MS,14,Low,None,High,Low,Low,Medium,Medium,None,High,None,Low
prentiss,MS,15,Medium,None,High,Low,Low,Medium,Medium,None,High,None,Low
quitman,MS,13,Low,None,Low,Low,Low,Low,Medium,None,High,None,High
rankin,MS,17,Low,None,High,Low,High,Medium,Low,None,High,None,High
scott,MS,14,Medium,None,High,Low,Medium,Medium,Low,None,Medium,None,Low
sharkey,MS,13,Low,None,High,Low,Low,Medium,Low,None,High,None,Low
simpson,MS,16,High,None,High,Low,Medium,Medium,Low,None,High,None,Low
smith,MS,15,Medium,None,High,Low,High,Medium,Low,None,Medium,None,Low
stone,MS,16,High,None,Medium,Low,Medium,High,Low,None,High,None,Low
sunflower,MS,13,Low,None,Medium,Low,Low,Low,Low,None,High,None,High
tallahatchie,MS,15,Low,None,Medium,Low,Medium,Medium,Medium,None,High,None,Medium
tate,MS,14,Low,None,Medium,Low,Medium,Medium,Medium,None,High,None,Low
tippah,MS,14,Medium,None,Medium,Low,Low,Medium,Medium,None,High,None,Low
tishomingo,MS,15,High,None,High,Low,Low,Low,Medium,None,High,None,Low
tunica,MS,16,Low,None,Medium,Low,High,Low,Medium,None,High,None,High
union,MS,11,Low,None,Medium,Low,Low,Medium,Medium,None,Low,None,Low
walthall,MS,16,High,None,High,Low,Medium,Medium,Low,None,High,None,Low
warren,MS,15,Low,None,High,Low,High,Medium,Low,None,Low,None,High
washington,MS,12,Low,None,High,Low,Medium,Medium,Low,None,Low,None,Low
wayne,MS,13,High,None,Low,Low,Medium,Medium,Low,None,Medium,None,Low
webster,MS,11,Medium,None,Medium,Low,Low,Medium,Low,None,Low,None,Low
wilkinson,MS,14,Medium,None,Low,Low,High,Medium,Low,None,High,None,Low
winston,MS,13,Medium,None,Medium,Low,Low,Medium,Low,None,High,None,Low
yalobusha,MS,14,Medium,None,Low,Low,Medium,Medium,Medium,None,High,None,Low
yazoo,MS,13,Low,None,Medium,Low,Medium,Medium,Low,None,High,None,Low
beaverhead,MT,12,Medium,None,Low,Medium,Medium,None,Medium,None,Medium,None,Low
big horn,MT,11,High,None,Low,Medium,Medium,None,Low,None,Low,None,Low
blaine,MT,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
broadwater,MT,11,Medium,None,Low,Medium,Medium,None,Medium,None,Low,None,Low
carbon,MT,11,Medium,None,Low,High,Medium,None,Low,None,Low,None,Low
carter,MT,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
cascade,MT,11,Low,None,Low,High,Medium,None,Low,None,Low,None,Medium
chouteau,MT,11,Low,None,Low,High,High,None,Low,None,Low,None,Low
custer,MT,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
daniels,MT,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
dawson,MT,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
deer lodge,MT,10,Medium,None,Low,High,Low,None,Low,None,Low,None,Low
fallon,MT,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
fergus,MT,11,Low,None,Low,High,High,None,Low,None,Low,None,Low
flathead,MT,16,High,None,Low,High,Low,None,Medium,None,Low,Medium,High
gallatin,MT,13,Medium,None,Low,High,Medium,None,Medium,None,Low,Low,Low
garfield,MT,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
glacier,MT,12,Medium,None,Low,High,Low,None,Medium,None,Medium,None,Low
golden valley,MT,10,Low,None,None,High,High,None,Low,None,Low,None,Low
granite,MT,11,High,None,Low,Medium,Low,None,Medium,None,Low,None,Low
hill,MT,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
jefferson,MT,11,Medium,None,None,Medium,Medium,None,Medium,None,Medium,None,Low
judith basin,MT,10,Low,None,Low,High,Medium,None,Low,None,Low,None,Low
lake,MT,13,High,None,Low,High,Low,None,Medium,None,Low,Low,Low
lewis and clark,MT,14,High,None,Low,High,Medium,None,Medium,None,Low,None,Medium
liberty,MT,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
lincoln,MT,12,High,None,None,Medium,Low,None,Medium,None,Medium,Low,Low
madison,MT,11,Low,None,Low,High,Medium,None,Medium,None,Low,None,Low
mccone,MT,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
meagher,MT,11,Medium,None,Low,High,Medium,None,Low,None,Low,None,Low
mineral,MT,11,High,None,None,High,Low,None,Medium,None,Low,None,Low
missoula,MT,13,High,None,Low,High,Low,None,Medium,None,Low,None,Medium
musselshell,MT,10,Medium,None,Low,Medium,Medium,None,Low,None,Low,None,Low
park,MT,11,Medium,None,None,High,Medium,None,Medium,None,Low,None,Low
petroleum,MT,11,Medium,None,Low,Medium,High,None,Low,None,Low,None,Low
phillips,MT,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
pondera,MT,9,Low,None,None,Medium,Medium,None,Medium,None,Low,None,Low
powder river,MT,10,Medium,None,Low,Medium,Medium,None,Low,None,Low,None,Low
powell,MT,12,High,None,Low,High,Low,None,Medium,None,Low,None,Low
prairie,MT,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
ravalli,MT,10,High,None,Low,Medium,Low,None,Low,None,Low,None,Low
richland,MT,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
roosevelt,MT,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
rosebud,MT,10,Medium,None,Low,Medium,Medium,None,Low,None,Low,None,Low
sanders,MT,12,High,None,Low,High,Low,None,Medium,None,Low,None,Low
sheridan,MT,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
silver bow,MT,9,Medium,None,None,Medium,Low,None,Medium,None,Low,None,Low
stillwater,MT,13,Medium,None,Low,High,High,None,Low,None,Low,None,Medium
sweet grass,MT,10,Low,None,Low,High,Medium,None,Low,None,Low,None,Low
teton,MT,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
toole,MT,10,Low,None,Low,Medium,Medium,None,Medium,None,Low,None,Low
treasure,MT,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
valley,MT,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
wheatland,MT,11,Low,None,Low,High,High,None,Low,None,Low,None,Low
wibaux,MT,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
yellowstone,MT,11,Medium,None,Low,Medium,Medium,None,Low,None,Low,None,Medium
alamance,NC,15,Low,None,Low,Low,High,Medium,Low,None,High,None,High
alexander,NC,13,Medium,None,Low,Low,High,Low,Low,None,High,None,Low
alleghany,NC,12,Low,None,Low,Medium,High,None,Low,None,Medium,None,Medium
anson,NC,15,High,None,Low,Low,Medium,Medium,Low,None,High,None,Medium
ashe,NC,13,Low,None,None,Medium,High,Low,Low,None,High,None,Medium
avery,NC,13,Low,None,Low,Medium,High,None,Low,None,High,None,Medium
beaufort,NC,14,Medium,None,Low,Low,Low,High,Low,None,Medium,None,High
bertie,NC,14,Low,None,Medium,Low,Low,High,Low,None,Medium,None,High
bladen,NC,14,High,None,Low,Low,Low,High,Low,None,High,None,Low
brunswick,NC,15,High,None,Low,Low,Low,High,Low,None,Medium,None,High
buncombe,NC,14,Low,None,Low,Medium,High,None,Medium,None,High,None,Medium
burke,NC,12,Low,None,Low,Low,High,Medium,Low,None,Low,None,Medium
cabarrus,NC,17,Low,None,Medium,Low,High,High,Low,None,High,None,High
caldwell,NC,14,Low,None,Low,Low,High,Medium,Low,None,High,None,Medium
camden,NC,15,Low,None,Medium,Low,Low,High,Low,None,High,None,High
carteret,NC,16,High,None,High,Low,Low,High,Low,None,Low,None,High
caswell,NC,12,Low,None,Low,Low,High,Low,Low,None,Medium,None,Medium
catawba,NC,15,Low,None,Medium,Low,High,Medium,Low,None,High,None,Medium
chatham,NC,13,Medium,None,Low,Low,Medium,Medium,Low,None,High,None,Low
cherokee,NC,11,Low,None,Low,Low,High,None,Medium,None,Low,None,Medium
chowan,NC,15,Low,None,High,Low,Low,High,Low,None,Medium,None,High
clay,NC,10,Low,None,Low,Low,High,None,Medium,None,Low,None,Low
cleveland,NC,16,Medium,None,Medium,Low,High,Medium,Low,None,High,None,Medium
columbus,NC,16,High,None,Medium,Low,Low,High,Low,None,High,None,Medium
craven,NC,16,High,None,Medium,Low,Low,High,Low,None,Medium,None,High
cumberland,NC,15,High,None,Medium,Low,Low,High,Low,None,Low,None,High
currituck,NC,12,Low,None,Low,Low,Low,High,Low,None,Low,None,High
dare,NC,16,High,None,Medium,Low,Low,High,Low,None,Medium,None,High
davidson,NC,14,Low,None,Low,Low,High,Medium,Low,None,High,None,Medium
davie,NC,13,Low,None,Low,Low,High,Medium,Low,None,High,None,Low
duplin,NC,12,Low,None,Medium,Low,Low,High,Low,None,Medium,None,Low
durham,NC,16,Low,None,Medium,Low,Medium,High,Low,None,High,None,High
edgecombe,NC,13,Low,None,Low,Low,Low,Medium,Low,None,High,None,High
forsyth,NC,16,Low,None,High,Low,High,Medium,Low,None,High,None,Medium
franklin,NC,13,Medium,None,Low,Low,Low,High,Low,None,Medium,None,Medium
gaston,NC,16,Low,None,Medium,Low,High,Medium,Low,None,High,None,High
gates,NC,14,Low,None,Medium,Low,Low,High,Low,None,Medium,None,High
graham,NC,11,Low,None,Low,Low,High,Low,Medium,None,Low,None,Low
granville,NC,13,Low,None,Low,Low,Medium,Medium,Low,None,High,None,Medium
greene,NC,14,Low,None,High,Low,Low,High,Low,None,Low,None,High
guilford,NC,16,Low,None,Medium,Low,High,Medium,Low,None,High,None,High
halifax,NC,12,Low,None,Low,Low,Low,Medium,Low,None,Medium,None,High
harnett,NC,16,High,None,Medium,Low,Low,Medium,Low,None,High,None,High
haywood,NC,13,Low,None,Low,Low,High,None,Medium,None,High,None,Medium
henderson,NC,14,Low,None,Low,Low,High,None,Medium,None,High,None,High
hertford,NC,14,Low,None,Medium,Low,Low,High,Low,None,Medium,None,High
hoke,NC,15,High,None,Medium,Low,Low,Medium,Low,None,High,None,Medium
hyde,NC,14,Medium,None,Medium,Low,Low,High,Low,None,Low,None,High
iredell,NC,14,Low,None,Medium,Low,High,Low,Low,None,High,None,Medium
jackson,NC,13,Low,None,Low,Low,High,Low,Medium,None,Medium,None,Medium
johnston,NC,14,Low,None,Low,Low,Low,High,Low,None,High,None,High
jones,NC,14,High,None,Medium,Low,Low,High,Low,None,Low,None,Medium
lee,NC,15,High,None,Low,Low,Medium,Medium,Low,None,High,None,Medium
lenoir,NC,16,Low,None,High,Low,Low,High,Low,None,High,None,High
lincoln,NC,16,Medium,None,High,Low,High,Medium,Low,None,Medium,None,Medium
macon,NC,13,Low,None,Low,Low,High,Low,Medium,None,Medium,None,Medium
madison,NC,12,Low,None,Low,Medium,High,None,Medium,None,Low,None,Medium
martin,NC,13,Low,None,Medium,Low,Low,High,Low,None,Low,None,High
mcdowell,NC,13,Low,None,Low,Medium,High,None,Low,None,High,None,Medium
mecklenburg,NC,13,Low,None,Medium,Low,High,Medium,Low,None,Medium,None,Low
mitchell,NC,12,Low,None,None,Medium,High,None,Medium,None,Medium,None,Medium
montgomery,NC,12,High,None,Low,Low,Medium,Medium,Low,None,Low,None,Low
moore,NC,13,High,None,Low,Low,Medium,Medium,Low,None,Low,None,Medium
nash,NC,14,Low,None,Medium,Low,Low,Medium,Low,None,High,None,High
new hanover,NC,16,Medium,None,High,Low,Low,High,Low,None,Medium,None,High
northampton,NC,13,Low,None,Medium,Low,Low,Medium,Low,None,Medium,None,High
onslow,NC,17,High,None,High,Low,Low,High,Low,None,Medium,None,High
orange,NC,13,Low,None,Low,Low,High,Medium,Low,None,Medium,None,Medium
pamlico,NC,15,High,None,Medium,Low,Low,High,Low,None,Low,None,High
pasquotank,NC,13,Low,None,Medium,Low,Low,High,Low,None,Low,None,High
pender,NC,16,High,None,Medium,Low,Low,High,Low,None,Medium,None,High
perquimans,NC,13,Low,None,Medium,Low,Low,High,Low,None,Low,None,High
person,NC,13,Low,None,Low,Low,High,Medium,Low,None,High,None,Low
pitt,NC,15,Low,None,Medium,Low,Low,High,Low,None,High,None,High
polk,NC,10,Low,None,None,Low,High,None,Medium,None,Low,None,Medium
randolph,NC,13,Low,None,Low,Low,High,Medium,Low,None,Medium,None,Medium
richmond,NC,13,High,None,Low,Low,Medium,Medium,Low,None,Low,None,Medium
robeson,NC,14,Low,None,Medium,Low,Low,Medium,Low,None,High,None,High
rockingham,NC,12,Low,None,Low,Low,High,Medium,Low,None,Low,None,Medium
rowan,NC,13,Low,None,Low,Low,High,Medium,Low,None,Medium,None,Medium
rutherford,NC,11,Low,None,Low,Low,High,None,Low,None,High,None,Low
sampson,NC,13,Low,None,Low,Low,Low,High,Low,None,High,None,Medium
scotland,NC,15,High,None,Medium,Low,Low,Medium,Low,None,High,None,Medium
stanly,NC,15,Low,None,Medium,Low,High,Medium,Low,None,High,None,Medium
stokes,NC,13,Low,None,Low,Low,High,Medium,Low,None,High,None,Low
surry,NC,11,Low,None,Low,Low,High,Low,Low,None,Low,None,Medium
swain,NC,13,Low,None,None,Low,High,Low,Medium,None,High,None,Medium
transylvania,NC,14,Low,None,Low,Low,High,Low,Medium,None,High,None,Medium
tyrrell,NC,13,Medium,None,Low,Low,Low,High,Low,None,Low,None,High
union,NC,12,Low,None,Medium,Low,Medium,Medium,Low,None,Low,None,Medium
vance,NC,12,Low,None,Low,Low,Medium,Medium,Low,None,High,None,Low
wake,NC,15,Low,None,Medium,Low,Medium,Medium,Low,None,High,None,High
warren,NC,10,Medium,None,Low,Low,Low,Medium,Low,None,Low,None,Low
washington,NC,11,Low,None,Low,Low,Low,Medium,Low,None,Low,None,High
watauga,NC,15,Low,None,Low,Medium,High,Medium,Low,None,High,None,Medium
wayne,NC,14,Low,None,Medium,Low,Low,High,Low,None,Medium,None,High
wilkes,NC,13,Low,None,Low,Low,High,Low,Low,None,High,None,Medium
wilson,NC,15,Low,None,Medium,Low,Low,High,Low,None,High,None,High
yadkin,NC,12,Low,None,Medium,Low,High,None,Low,None,High,None,Low
yancey,NC,14,Low,None,Low,Medium,High,None,Medium,None,High,None,Medium
adams,ND,11,Low,None,Low,Medium,High,None,Low,None,Medium,None,Low
barnes,ND,10,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
benson,ND,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
billings,ND,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
bottineau,ND,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
bowman,ND,10,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Medium
burke,ND,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
burleigh,ND,11,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Medium
cass,ND,11,Low,None,Medium,Medium,Low,None,Low,None,Low,None,High
cavalier,ND,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
dickey,ND,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
divide,ND,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
dunn,ND,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
eddy,ND,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
emmons,ND,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
foster,ND,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
golden valley,ND,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
grand forks,ND,11,Low,None,Medium,Medium,Low,None,Low,None,Low,None,High
grant,ND,10,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
griggs,ND,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
hettinger,ND,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
kidder,ND,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
lamoure,ND,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
logan,ND,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
mchenry,ND,10,Low,None,Low,Medium,Low,None,Low,None,Low,None,High
mcintosh,ND,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
mckenzie,ND,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
mclean,ND,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
mercer,ND,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
morton,ND,10,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Medium
mountrail,ND,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
nelson,ND,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
oliver,ND,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
pembina,ND,10,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
pierce,ND,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
ramsey,ND,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
ransom,ND,11,Low,None,Medium,Medium,Low,None,Low,None,Low,None,High
renville,ND,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
richland,ND,11,Low,None,Medium,Medium,Low,None,Low,None,Low,None,High
rolette,ND,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
sargent,ND,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
sheridan,ND,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
sioux,ND,10,Medium,None,Low,Medium,Medium,None,Low,None,Low,None,Low
slope,ND,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
stark,ND,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
steele,ND,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
stutsman,ND,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
towner,ND,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
traill,ND,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
walsh,ND,9,Low,None,Low,Medium,Low,None,Low,None,Low,None,Medium
ward,ND,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
wells,ND,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
williams,ND,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
adams,NE,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
antelope,NE,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
arthur,NE,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
banner,NE,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
blaine,NE,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
boone,NE,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
box butte,NE,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
boyd,NE,11,Low,None,Low,Medium,High,None,Low,None,Medium,None,Low
brown,NE,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
buffalo,NE,14,Low,None,High,Medium,Low,None,Low,None,High,None,High
burt,NE,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
butler,NE,12,Low,None,High,Medium,Low,None,Low,None,Medium,None,Medium
cass,NE,11,Low,None,High,Medium,Low,None,Low,None,Low,None,Medium
cedar,NE,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
chase,NE,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
cherry,NE,9,Medium,None,Low,Medium,Low,None,Low,None,Low,None,Low
cheyenne,NE,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
clay,NE,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
colfax,NE,13,Low,None,High,Medium,Low,None,Low,None,Medium,None,High
cuming,NE,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
custer,NE,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
dakota,NE,11,Low,None,Low,Medium,Low,None,Low,None,Medium,None,High
dawes,NE,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
dawson,NE,12,Low,None,High,Medium,Low,None,Low,None,Low,None,High
deuel,NE,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
dixon,NE,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
dodge,NE,12,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,High
douglas,NE,13,Low,None,High,Medium,Low,None,Low,None,Medium,None,High
dundy,NE,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
fillmore,NE,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
franklin,NE,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
frontier,NE,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
furnas,NE,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
gage,NE,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
garden,NE,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
garfield,NE,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
gosper,NE,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
grant,NE,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
greeley,NE,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
hall,NE,13,Low,None,High,Medium,Low,None,Low,None,Medium,None,High
hamilton,NE,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
harlan,NE,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
hayes,NE,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
hitchcock,NE,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
holt,NE,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
hooker,NE,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
howard,NE,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
jefferson,NE,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
johnson,NE,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
kearney,NE,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
keith,NE,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
keya paha,NE,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
kimball,NE,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
knox,NE,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
lancaster,NE,12,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,High
lincoln,NE,12,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,High
logan,NE,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
loup,NE,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
madison,NE,12,Low,None,High,Medium,Low,None,Low,None,Low,None,High
mcpherson,NE,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
merrick,NE,13,Low,None,High,Medium,Low,None,Low,None,Medium,None,High
morrill,NE,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
nance,NE,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
nemaha,NE,13,Low,None,High,Medium,Medium,None,Low,None,High,None,Low
nuckolls,NE,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
otoe,NE,12,Low,None,Medium,Medium,Low,None,Low,None,High,None,Medium
pawnee,NE,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
perkins,NE,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
phelps,NE,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
pierce,NE,11,Low,None,High,Medium,Medium,None,Low,None,Low,None,Low
platte,NE,10,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
polk,NE,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
red willow,NE,10,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
richardson,NE,12,Low,None,Medium,Medium,Medium,None,Low,None,High,None,Low
rock,NE,10,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
saline,NE,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
sarpy,NE,14,Low,None,High,Medium,Low,None,Low,None,High,None,High
saunders,NE,12,Low,None,High,Medium,Low,None,Low,None,Medium,None,Medium
scotts bluff,NE,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
seward,NE,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
sheridan,NE,9,Medium,None,Low,Medium,Low,None,Low,None,Low,None,Low
sherman,NE,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
sioux,NE,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
stanton,NE,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
thayer,NE,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
thomas,NE,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
